id,date,code_speaker,gender,title_original,title_language,title_english,abstract_original,abstract_language,abstract_english,audience_n,audience_female,audience_male,audience_NA,department,institute,university,country,position,position_cat,origin,total_citation_n,h_index,i10_index,most_cited_n,citation_cum,years_career,nature_index_count,nature_index_share,obs
86,15-12-2012,223,M,Qualidade das teses e dissertações da Ecologia,port,The quality of thesis and dissertations in Ecology,"Em 2011 o IB iniciou uma avaliação interna da qualidade de suas teses e dissertações, por meio de uma ficha que é preenchida pelos participantes externos das bancas de avaliação. Espera-se, com isso, identificar os aspectos de formação dos alunos e dos trabalhos que demandam aperfeiçoamentos. Apresentarei os resultados desta avaliação para as teses e dissertações da Ecologia, e discutirei suas consequências para aperfeiçoamento de nossa Pós-Graduação.",port,"In 2011 the IB began an internal evaluation of the quality of its theses and dissertations, through a form that is filled out by external participants of the evaluation panels. It is expected, with this, to identify the aspects of the students' education and the works that require improvement. I will present the results of this evaluation for the Ecology theses and dissertations, and discuss its consequences for the improvement of our Post-Graduation.",38,26,12,0,Ecologia,IB,USP,Brasil,professor,professor,IB,5184,34,65,124,1207,9,282,53.64,
87,22-03-2012,163,F,"Diversificação e biogeografia de lianas neotropicais (Bignonieae, Bignoniaceae): Uma abordagem integrativa",port,"Diversification and biogeography of Neotropical lianas (Bignonieae, Bignoniaceae): An integrative approach","Lianas representam 1/3 da biomassa de folhas de florestas tropicais, representam grande parte da diversidade de espécies destas florestas, bem como constituem importante fonte de alimento para diversos animais. A tribo Bignonieae inclui 392 espécies e 21 gêneros e constitui o grupo mais abundante e diverso de lianas neotropicais. Membros da tribo Bignonieae estão distribuídos pelos principais Biomas desta região, exibindo grande diversidade morfológica e ecológica, e representando um excelente modelo para uma melhor compreensão dos padrões de distribuição nos neotrópicos. Este trabalho combina dados morfológicos, ecológicos, e filogenéticos com informações sobre a idade de divergência das linhagens e dados sobre a distribuição geográfica das espécies para estudar a história biogeográfica e história de diversificação morfológica na região neotropical. Apesar do grupo ser particularmente diverso na Amazônia, este clado aparentemente surgiu nas florestas da Costa Leste do Brasil, tendo subsequentemente ocupado outros Biomas. Além disso, a evolução de características morfológicas e ecológicas chave está correlacionada com a ocupação de Biomas específicos, indicando que fatores ecológicos e ambientais tiveram papéis importantes na história de diversificação do grupo.",port,"Lianas account for 1/3 of the leaf biomass of tropical forests, represent a large part of the species diversity of these forests, as well as being an important food source for many animals. The tribe Bignonieae includes 392 species and 21 genera and is the most abundant and diverse group of Neotropical lianas. Members of the tribe Bignonieae are distributed throughout the major Biomes of this region, exhibiting great morphological and ecological diversity, and representing an excellent model for a better understanding of distribution patterns in the Neotropics. This work combines morphological, ecological, and phylogenetic data with information on the age of lineage divergence and data on the geographic distribution of the species to study the biogeographic history and history of morphological diversification in the Neotropics. Although the group is particularly diverse in the Amazon, this clade apparently emerged in the forests of the East Coast of Brazil and subsequently occupied other Biomes. Furthermore, the evolution of key morphological and ecological traits is correlated with the occupation of specific Biomes, indicating that ecological and environmental factors played important roles in the diversification history of the group.",31,19,12,0,Botânica,IB,USP,Brasil,professor,professor,IB,17371,37,78,203,4426,9,282,53.64,
88,29-03-2012,133,M,Sucessão de artrópodes edáficos em uma floresta estacional semidecidual restaurada,port,Succession of edaphic arthropods in a restored semideciduous forest,"Uma restauração visa produzir uma floresta o mais semelhante possível com a que existia originalmente. Depois do plantio de mudas de espécies arbóreas é necessário o estabelecimento de diversos processos ecológicos fundamentais para o funcionamento e perpetuação deste novo ecossistema. Um destes processos é a ciclagem de nutrientes. A queda e decomposição da serapilheira é a principal fonte de nutrientes para as árvores. Em escala global o clima é o principal fator na determinação da velocidade da decomposição. No entanto, em escala local, outros fatores são determinantes, como o tipo de solo, o microclima e a fauna edáfica. Esta fauna é responsável por quebrar a serapilheira e enriquecê-la com material fecal, facilitando sua decomposição por fungos e bactérias. O estudo da sucessão da fauna fragmentadora auxilia a compreensão do funcionamento do processo de decomposição, assim, fornece informações importantes para subsidiar intervenções no sentido de restaurar a vegetação em áreas degradadas.",port,"A restoration aims to produce a forest as similar as possible to the one that existed originally. After planting seedlings of tree species, it is necessary to establish several fundamental ecological processes for the functioning and perpetuation of this new ecosystem. One of these processes is the cycling of nutrients. The fall and decomposition of the burlap is the main source of nutrients for the trees. On a global scale, climate is the main factor in determining the speed of decomposition. However, on a local scale, other factors are determining factors, such as soil type, microclimate, and soil fauna. This fauna is responsible for breaking down the burlap and enriching it with fecal material, facilitating its decomposition by fungi and bacteria. The study of the succession of shredder fauna helps to understand the functioning of the decomposition process, thus providing important information to support interventions to restore vegetation in degraded areas.",16,9,7,0,Entomologia,FFCLRP,USP,Brasil,phd_student,student,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,nome incorreto - atualizei dados out21
89,10-04-2012,172,M,A northern perspective on land-use intensification: birds in managed Canadian forests,en,A northern perspective on land-use intensification: birds in managed Canadian forests,"Canada’s human density is ca. 15% of Brazil’s. Major cities are concentrated in a southern band, leaving a vast hinterland” for the extraction of natural resources. My research aims to assess the tolerance of ecosystems to management intensity and to understand the processes through which species respond to increasing pressures. Here, I will focus on research conducted with students/colleagues to identify thresholds in the presence of bird species or successful nests as a function of forest harvesting intensity at local and landscape levels. Using extensive (point counts) and intensive methods (individually-marked populations), we have found that species most sensitive to human disturbance respond negatively to partial harvesting and to excessive plantation of conifers in the matrix. Partial harvesting may affect the ability of individuals to raise their broods, whereas conifer plantations may become reservoirs for nest predators. Natural disturbance regimes may also play a role, as we will find out.”",en,"Canada’s human density is ca. 15% of Brazil’s. Major cities are concentrated in a southern band, leaving a vast hinterland” for the extraction of natural resources. My research aims to assess the tolerance of ecosystems to management intensity and to understand the processes through which species respond to increasing pressures. Here, I will focus on research conducted with students/colleagues to identify thresholds in the presence of bird species or successful nests as a function of forest harvesting intensity at local and landscape levels. Using extensive (point counts) and intensive methods (individually-marked populations), we have found that species most sensitive to human disturbance respond negatively to partial harvesting and to excessive plantation of conifers in the matrix. Partial harvesting may affect the ability of individuals to raise their broods, whereas conifer plantations may become reservoirs for nest predators. Natural disturbance regimes may also play a role, as we will find out.”",20,11,9,0,NA,NA,Mount Allison University,Canadá,professor,professor,AmNorte,6338,38,71,655,3181,18,7,0.81,
90,19-04-2012,47,M,O guia do mochileiro acadêmico: Inscrevendo-se o para o phd_student pleno no exterior,port,The Academic Backpackers Guide: Applying for a full PhD abroad,NA,NA,NA,21,11,10,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
90,19-04-2012,186,F,O guia do mochileiro acadêmico: Inscrevendo-se o para o phd_student pleno no exterior,port,The Academic Backpackers Guide: Applying for a full PhD abroad,NA,NA,NA,21,11,10,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
91,03-05-2012,177,M,Caracterização genética de rizomas e tubérculos com marcadores moleculares: estudo em ecologia de agroecossistemas,port,Genetic characterization of rhizomes and tubers with molecular markers: a study in agroecosystem ecology,"No Brasil, semelhante a outros países em desenvolvimento, espécies como o inhame (Dioscorea spp.) e a mandioca (Manihot esculenta) têm uma profunda importância na agricultura familiar, sendo utilizadas basicamente como fonte de carboidrato. Suas características vão além das altas qualidades nutritivas; importantes propriedades medicinais envolvem essas espécies, muitas delas desconhecidas entre nós. Variedades locais fazem parte de um sistema de sustentabilidade agroecológica, ainda não claramente compreendido pela ciência, que ameaçado, pode levar a erosão genética destas olerícolas, e o seu respectivo desaparecimento. São poucas as instituições atualmente envolvidas com pesquisas relacionadas à cultura de tubérculos, sendo urgente o incremento de estudos aprofundados, para que se compreendam os fatores que interferem na evolução dessas espécies e como suas diversidades genéticas se encontram distribuídas atualmente. Acredita-se que os resultados apresentados, dentro da ecologia de agroecossistemas, usando uma abordagem de genética populacional, ajudará a conhecer com maior pormenor essas espécies rústicas e negligenciadas. ",port,"In Brazil, similar to other developing countries, species such as yam (Dioscorea spp.) and cassava (Manihot esculenta) have a profound importance in family agriculture, being used basically as a source of carbohydrate. Their characteristics go beyond their high nutritional qualities; important medicinal properties involve these species, many of them unknown among us. Local varieties are part of a system of agroecological sustainability, not yet clearly understood by science, which, under threat, can lead to genetic erosion of these vegetables, and their respective disappearance. There are few institutions currently involved with research related to tuber crops, and it is urgent to increase in-depth studies to understand the factors that interfere with the evolution of these species and how their genetic diversity is currently distributed. It is believed that the results presented, within the ecology of agroecosystems, using a population genetics approach, will help to know in greater detail these hardy and neglected species. ",10,6,4,0,NA,Agência Paulista de Tecnologia dos Agronegócios,Agência Paulista de Tecnologia dos Agronegócios,Brasil,postdoc,postdoc,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,nome incorreto - atualizei dados out21
92,10-05-2012,263,M,Detecção de machos diplóides e genética de populações de Euglossa cordata (Apidae: Euglossini) em áreas insulares e continente adjacente no litoral de São Paulo,port,Detection of diploid males and population genetics of Euglossa cordata (Apidae: Euglossini) in insular areas and adjacent continent in the coast of São Paulo,"Os insetos da ordem Hymenoptera são organismos haplodiplóides. Machos diplóides, estéreis ou inviáveis, podem ser produzidos através da endogamia, quando um indivíduo é homozigoto no locus da determinação sexual. Nas pequenas populações, com baixa diversidade genética, a endogamia é alta levando à produção de machos diplóides, tornando a população mais propensa a extinção. Estudos prévios têm sugerido que as abelhas das orquídeas da tribo Euglossini (Apidae) apresentam alta produção de machos diplóides (PMD), enquanto estudos mais recentes sugerem uma baixa frequência. Nosso objetivo foi estudar populações de Euglossini em áreas geograficamente separadas (continente e 3 ilhas) e verificar se a variabilidade genética é menor nas ilhas isoladas, bem como a produção de machos diplóides, usando sete microssatélites altamente variáveis. A hipótese a ser testada, baseado nas premissas que a endogamia é maior em áreas menores, é que as abelhas provindas das ilhas tem maior frequência de machos diplóides do que no continente. As abelhas foram coletadas no continente (Município de São Sebastião) e em três ilhas: Ilhabela, Ilha de Búzios e Ilha da Vitória com o auxílio de iscas aromáticas. A detecção dos machos diplóides, a diversidade e diferenciação genética foram calculadas através de programas específicos. Entre 1319 machos genotipados para todas as áreas 5% eram diplóides. Na menor e mais isolada das ilhas estudadas (Ilha da Vitória) a frequência de machos diplóides foi 10%, embora a riqueza de alelos e a heterozigose nesta ilha não tenha sido significativamente menor que nas demais áreas. A ausência de diferenciação genética entre as ilhas e o continente sugere que a distância entre as áreas estudadas não é uma barreria geográfica a dispersão das abelhas. Mas a população da Ilha da Vitória sofre mais que as demais áreas os efeitos da endogamia (maior frequência de machos diplóides). O acasalamento entre aparentados deve ser mais comum nestas áreas menores, possivelmente devido ao menor tamanho da população.",port,"Insects of the order Hymenoptera are haplodiploid organisms. Diploid males, sterile or nonviable, can be produced through inbreeding, when an individual is homozygous at the sex determination locus. In small populations with low genetic diversity, inbreeding is high, leading to the production of diploid males, making the population more prone to extinction. Previous studies have suggested that orchid bees of the tribe Euglossini (Apidae) have high production of diploid males (PMD), while more recent studies suggest a low frequency. Our objective was to study populations of Euglossini in geographically separated areas (mainland and 3 islands) and to verify if genetic variability is lower on isolated islands, as well as diploid male production, using seven highly variable microsatellites. The hypothesis to be tested, based on the assumptions that inbreeding is higher in smaller areas, is that bees from the islands have a higher frequency of diploid males than on the mainland. The bees were collected on the mainland (Municipality of São Sebastião) and on three islands: Ilhabela, Ilha de Búzios and Ilha da Vitória with the help of aromatic baits. The detection of diploid males, genetic diversity and differentiation were calculated using specific programs. Among 1319 genotyped males for all areas 5% were diploid. On the smallest and most isolated of the islands studied (Ilha da Vitória) the frequency of diploid males was 10%, although allele richness and heterozygosity on this island was not significantly lower than in the other areas. The absence of genetic differentiation between the islands and the mainland suggests that the distance between the studied areas is not a geographical barrier to bee dispersal. But the population of Ilha da Vitória suffers more than the other areas the effects of inbreeding (higher frequency of diploid males). Mating among relatives should be more common in these smaller areas, possibly due to the smaller population size.",13,5,8,0,Ecologia,IB,USP,Brasil,phd_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
93,24-05-2012,248,M,Dinâmica de Populações em Paisagens com Desconexão de Habitat,port,Population Dynamics in Landscapes with Habitat Disconnection,"Neste seminário apresento um quadro teórico para a compreensão dos efeitos de desconexão de habitat sobre anfíbios. A teoria proposta está baseada em conceitos simples, como difusão de uma espécie em habitat e matriz. Mostro que extinções locais podem acontecer devido à desconexão e que podem ser abruptas. Um estudo de sensibilidade aos parâmetros da teoria permite discutir a relevância de cada um deles para diretrizes de conservação de espécies de anfíbios.",port,In this seminar I present a theoretical framework for understanding the effects of habitat disconnection on amphibians. The proposed theory is based on simple concepts such as diffusion of a species into habitat and matrix. I show that local extinctions can happen due to disconnection and that they can be abrupt. A sensitivity study of the parameters of the theory allows discussing the relevance of each of them for conservation guidelines for amphibian species.,39,23,16,0,-,-,UNESP-SP,Brasil,professor,professor,Brasil,2208,23,55,63,1206,19,122,15.75,
94,31-05-2012,239,F,"Diversidade em Paisagens Fragmentadas – Padrões, Mecanismos e Aplicações",port,"Diversity in Fragmented Landscapes - Patterns, Mechanisms and Applications"," Nesta palestra, apresentarei dados sobre as comunidades, as populações e a genética de pequenos mamíferos em paisagens fragmentadas com diferentes proporções de Mata Atlântica remanescente. Descreverei os padrões de diversidade de espécies e um modelo conceitual que relaciona um limiar na conectividade das paisagens ao aumento abrupto nas chances de extinção de espécies. Mostrarei que dados demográficos e genéticos estão de acordo com o modelo proposto, e apresentarei exemplos de como este conjunto de informações pode ser usado na prática para guiar a tomada de decisão no que se refere ao planejamento do uso e manejo de paisagens.",port," In this talk, I will present data on communities, populations, and genetics of small mammals in fragmented landscapes with different proportions of remaining Atlantic Forest. I will describe patterns of species diversity and a conceptual model that relates a threshold in landscape connectivity to a sharp increase in the chances of species extinction. I will show that demographic and genetic data are in agreement with the proposed model, and present examples of how this set of information can be used in practice to guide decision making with respect to landscape use and management planning.",33,24,9,0,Zoologia,IB,USP,Brasil,professor,professor,IB,7104,41,67,506,1395,9,282,53.64,
95,14-06-2012,83,F,Ecologia de Estradas e Conservação da Biodiversidade,port,Road Ecology and Biodiversity Conservation,"A Ecologia de estradas é um novo campo de conhecimento e surgiu com as demandas em estudos de impactos ambientais nas áreas naturais submetidas à construção de empreendimentos lineares como estradas, rodovias e linhas férreas. Sérios problemas ambientais ligados à implantação de rodovias estão sendo apontados em todo o mundo, tais como: facilitação de dispersão de espécies exóticas, alteração do ciclo hidrológico, mudanças microclimáticas, produção de material particulado e ruído, contaminação das águas e do solo, perda de habitat, fragmentação de ambientes naturais e o atropelamento de animais silvestres. Vários estudos vêm sendo desenvolvidos na América do Norte e Europa e medidas mitigatórias para o atropelamento de animais silvestres foram criadas, como por exemplo, passagens de fauna e cercas-guias. Essas estruturas restituem a conectividade entre os fragmentos florestais e a travessia da fauna torna-se segura. Elas se apresentam de duas maneiras principais: subterrâneas e aéreas. Para cada tipo de passagem de fauna, o sucesso da travessia segura dos animais é diferente, de acordo com o grupo faunístico, os hábitos de cada espécie e as características estruturais da paisagem no entorno das passagens. O Brasil ainda está expandindo a sua rede rodoviária nas regiões norte, centro oeste e nordeste, por meio do Programa de Aceleração do Crescimento (PAC) e a contribuição dos estudos relacionados à Ecologia de estradas serão imprescindíveis para que as obras impactem menos as áreas naturais onde os empreendimentos serão implantados.
",port,"The Ecology of roads is a new field of knowledge and has emerged with the demands in studies of environmental impacts in natural areas subjected to the construction of linear developments such as roads, highways and railroads. Serious environmental problems linked to the implementation of highways are being pointed out all over the world, such as: facilitation of the dispersion of exotic species, alteration in the hydrological cycle, microclimatic changes, production of particulate material and noise, water and soil contamination, loss of habitat, fragmentation of natural environments, and the trampling of wild animals. Several studies have been developed in North America and Europe, and mitigating measures for the trampling of wild animals have been created, such as wildlife crossings and guide fences. These structures restore connectivity between forest fragments and make it safe for wildlife to cross. They come in two main forms: underground and overhead. For each type of wildlife passage, the success of safe wildlife passage is different, according to the faunal group, the habits of each species, and the structural characteristics of the landscape surrounding the passages. Brazil is still expanding its road network in the North, Midwest and Northeast regions, through the Growth Acceleration Program (PAC) and the contribution of studies related to the Ecology of roads will be essential for the works to impact less the natural areas where the developments will be implemented.
",13,12,1,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
96,21-06-2012,109,M,Perspectivas em Neurociências e Educação,port,Perspectives in Neuroscience and Education,"Nas últimas décadas, os grandes avanços alcançados pelas neurociências tornaram concretas as possibilidades anunciadas da aplicação desse conhecimento em contextos educativos. Nesse seminário, abordaremos as possíveis pontes que podem ser construídas entre as neurociências e a educação, analisando as principais promessas e críticas a esse projeto.
",port,"In the last decades, the great advances achieved by neurosciences have made concrete the announced possibilities of the application of this knowledge in educational contexts. In this seminar, we will address the possible bridges that can be built between neuroscience and education, analyzing the main promises and criticisms of this project.
",17,11,6,0,Fisiologia,IB,USP,Brasil,professor,professor,IB,171,7,6,12,68,8,282,53.64,
101,27-06-2012,8,F,Tapones copulatorios como trampas mortales en Leucage argyra (Aranea: Tetragnathidae),spa,Copulatory plugs as death traps in Leucage argyra (Aranea: Tetragnathidae),"Los tapones copulatorios glandulares pueden estar compuestos por sustancias segregadas por el macho, la hembra, o ambos. La función más citada para estos tapones es la de disminuir posibilidades de futuros apareamientos femeninos. En Leucauge argyra las hembras pueden tener conspicuos tapones copulatorios formados por sustancias que ellas mismas producen. Mediante enfrentamientos realizados en el laboratorio y observaciones de campo encontramos que el canibalismo es frecuente en esta especie y que durante la cópula el palpo masculino puede quedar adherido a una sustancia que emerge desde los ductos femeninos. En el forcejo masculino por retirar su palpo de la genitalia femenina, el macho corre riesgo de ser canibalizado por la hembra durante este intento. Las hembras podrían determinar la duración de la cópula y realizar canibalismo por la emisión de una sustancia pegajosa, quizás una precursora del tapón copulatorio. Se trata del primer caso conocido de utilización de un tapón copulatorio como una trampa pegajosa y mortal para los machos.",spa,"Pollinating animals play a key role in ecosystems by facilitating fruit and seed production in crops and sexual reproduction of wild plants. So far, the main ecosystem service (ecosystem processes or products from which humans benefit) commonly associated with pollinators is crop productivity. However, a great variety of ecosystem services related to plant diversity (nutrient cycling, disease and soil erosion control, etc.), depend indirectly on pollinators, since almost 90% of angiosperms need pollinators to reproduce sexually.  Likewise, given that under natural conditions multiple ecological interactions occur simultaneously, the evaluation of this complexity will allow us to know the relative value that diverse interactions have in the provision of ecosystem services.  Here we present results of a completed work on pollination services in crops and preliminary results of two ongoing projects. These projects are evaluating the levels of reproductive dependence of wild plants on pollinators at the community level, and on the other hand, the interaction between pollinators and mycorrhizae in the production of essential oils of applied interest.",14,7,7,0,-,-,IIBCE,Uruguai,researcher,professor,AmLat,NA,NA,NA,NA,NA,NA,NA,NA,no google scholar profiel
97,28-06-2012,260,F,Ecologia da paisagem como subsídio para avaliar a efetividade de atos legais ambientais e facilitar a tomada de decisão,port,Landscape ecology as a subsidy to evaluate the effectiveness of environmental legal acts and facilitate decision making,"Planejamentos ambientais definem ações de manejo para um território em funçãoda
avaliação das suas condições ambientais, da vulnerabilidade, dos anseios sociais e das
limitações legais. Para definir essas ações dentro de um processo participativo é fundamental que
os agentes sociais tenham uma ótima compreensão sobre a estrutura da paisagem atual, bem
como sua distância para os cenários de expectativa científica e de interesses sócio-econômicos.
Nosso argumento é que essas situações são claramente representadas para os partícipes
através de duas proposições ligadas a ecologia da paisagem – mudanças de uso da terra ao
longo do tempo e construção de cenários de expectativas.",port,"Environmental planning defines management actions for a territory according to the
environmental conditions, vulnerability, social desires, and legal limitations.
legal limitations. To define these actions within a participatory process it is fundamental that
social agents have a good understanding of the structure of the current landscape, as well as its distance
In order to define these actions within a participatory process, it is fundamental that the social agents have a good understanding of the current landscape structure, as well as its distance to the scenarios of scientific expectations and socio-economic interests.
Our argument is that these situations are clearly represented to the participants
through two propositions linked to landscape ecology - land use change over time and the construction of
over time and the construction of expectation scenarios.",13,9,4,0,Ecologia,IB,USP,Brasil,professor,professor,IB,2262,17,24,1346,670,10,282,53.64,
98,26-07-2012,151,M,"A excepcional flora dos cerrados do nordeste do Brasil:sua estrutura florística, áreas de endemismo e estrutura filogenética",port,"The exceptional flora of the cerrados of northeastern Brazil: its floristic structure, areas of endemism and phylogenetic structure","A pressão antrópica por novas áreas de cultivos de grãos e oleaginosas em direção ao norte do Cerrado faz com que os cerrados nordestinos sejam foco de pesquisa e atenção conservacionista para que se garanta sua diversidade biológica e funcionalidade ecossistêmica em longo prazo. Serão apresentados os resultados de uma compilação de 160 levantamentos florísticos com 936 espécies lenhosas de cerrado s.l. do nordeste brasileiro. O objetivo da palestra é mostrar como a flora do cerrado nordestino é única dentro do domínio fitogeográfico, a distinção de áreas de endemismo em escala refinada e seu padrão de estrutura filogenética que está relacionado a condições climáticas e de solo. Serão discutidos como a história evolutiva do Cerrado, as condições ambientais únicas do nordeste e a proximidade com outros domínios fitogeográficos poderiam afetar tais padrões de biodiversidade.
",port,"Anthropic pressure for new areas of grain and oilseed crops towards the northern Cerrado makes northeastern cerrados the focus of research and conservation attention in order to guarantee their biological diversity and ecosystem functionality in the long term. The results of a compilation of 160 floristic surveys of 936 woody species from the cerrado s.l. of northeastern Brazil will be presented. The objective of the talk is to show how the flora of the northeastern cerrado is unique within the phytogeographic domain, the distinction of areas of endemism on a fine-scale, and its pattern of phylogenetic structure that is related to climatic and soil conditions. It will be discussed how the evolutionary history of the Cerrado, the unique environmental conditions of the northeast and the proximity to other phytogeographic domains could affect such biodiversity patterns.
",6,6,0,0,-,-,UNICAMP,Brasil,phd_student,student,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
99,02-08-2012,232,M,Polinización y reprodución de plantas en ambientes modificados por el hombre,spa,Pollination and plant reproduction in human-modified environments,"La polinización mediada por animales es una interacción clave para la reproducción sexual de casi el 90% de las angiospermas actuales. Desde el siglo pasado, las consecuencias del desarrollo humano están modificando los ecosistemas a escalas sin precedentes, afectando procesos ecológicos como las interacciones mutualistas planta-polinizador. 
Las investigaciones desarrolladas durante las últimas tres décadas han permitido acumular abundante evidencia empírica sobre los efectos que las actividades antrópicas tienen sobre estas interacciones, mostrando patrones de respuesta contradictorios. 
Aquí se presentan resultados de revisiones sistemáticas con el fin de sintetizar y cuantificar la magnitud y dirección global de los efectos originados por las actividades del hombre sobre polinización, reproducción y diversidad genética de poblaciones vegetales. Asimismo, determinamos que existen grupos de plantas con rasgos ecológicos y de historia de vida que son significativamente más susceptibles a ser afectados negativamente por estos cambios.",spa,"Animal-mediated pollination is a key interaction for the sexual reproduction of nearly 90% of present-day angiosperms. Since the last century, the consequences of human development are modifying ecosystems at unprecedented scales, affecting ecological processes such as mutualistic plant-pollinator interactions. 
Research developed during the last three decades has allowed the accumulation of abundant empirical evidence on the effects that anthropogenic activities have on these interactions, showing contradictory patterns of response. 
Here we present the results of systematic reviews in order to synthesize and quantify the magnitude and global direction of the effects of human activities on pollination, reproduction and genetic diversity of plant populations. We also determine that there are plant groups with ecological and life history traits that are significantly more susceptible to being negatively affected by these changes.",25,18,7,0,-,-,CONICET-Cor,Argentina,researcher,professor,AmLat,4302,20,30,1084,889,8,322,48.23,
100,03-08-2012,157,F,Polinizadores como proveedores de múltiples servicios ecosistémicos,spa,Pollinators as providers of multiple ecosystem services.,"Los animales polinizadores cumplen un rol clave en los ecosistemas facilitando la producción de frutos y semillas en cultivos y la reproducción sexual de plantas silvestres. Hasta el momento el principal servicio ecosistémico (procesos o productos de los ecosistemas con los que el hombre se beneficia) comúnmente asociado a los polinizadores es la productividad de los cultivos. Sin embargo, una gran variedad de servicios ecosistémicos relacionados a la diversidad vegetal (ciclado de nutrientes, control de enfermedades y erosión del suelo, etc.), dependen indirectamente de los polinizadores, ya que casi el 90% de las angiospermas necesita polinizadores para reproducirse sexualmente.  Asimismo, dado que en condiciones naturales múltiples interacciones ecológicas ocurren simultáneamente, la evaluación de esta complejidad, permitirá conocer el valor relativo que diversas interacciones tienen en la provisión de servicios ecosistémicos.  Aquí se presentan resultados de un trabajo concluido sobre servicios de polinización en cultivos y resultados preliminares de dos proyectos en marcha. En estos proyectos se están  evaluando los niveles de dependencia reproductiva de plantas silvestres en polinizadores a nivel comunitario, y por otro lado, la interacción entre polinizadores y micorrizas en la producción de aceites esenciales de interés aplicado.”",spa,"Pollinating animals play a key role in ecosystems by facilitating fruit and seed production in crops and sexual reproduction of wild plants. So far, the main ecosystem service (ecosystem processes or products from which humans benefit) commonly associated with pollinators is crop productivity. However, a great variety of ecosystem services related to plant diversity (nutrient cycling, disease and soil erosion control, etc.), depend indirectly on pollinators, since almost 90% of angiosperms need pollinators to reproduce sexually.  Likewise, given that under natural conditions multiple ecological interactions occur simultaneously, the evaluation of this complexity will allow us to know the relative value that diverse interactions have in the provision of ecosystem services.  Here we present results of a completed work on pollination services in crops and preliminary results of two ongoing projects. These projects are evaluating the levels of reproductive dependence of wild plants on pollinators at the community level, and on the other hand, the interaction between pollinators and mycorrhizae in the production of essential oils of applied interest.""",21,16,5,0,-,-,CONICET-Cor,Argentina,researcher,professor,AmLat,3618,17,22,221,826,9,322,48.23,
102,09-08-2012,178,F,Além da Universidade,port,Beyond university,"O conhecimento gerado nas universidades – em campo e nos laboratórios – tem uma tendência natural a permanecer no meio acadêmico. Afinal, a comunicação é feita por meio de artigos científicos, congressos e conversas no corredor ou na copa. É preciso lembrar, porém, que esse saber também deve chegar à sociedade. É aí que entram os veículos de divulgação de ciência, sejam eles especializados ou mais generalistas, como jornais. Quem deve se responsabilizar por essa circulação de informação é uma discussão sem fim: jornalistas ou especialistas nas diversas áreas da ciência? A parceria entre jornalista e pesquisador tem sido rica ao longo da experiência na revista Pesquisa FAPESP. Esta palestra é uma boa ocasião para conversar sobre formas de tornar essa colaboração cada vez mais rica e proveitosa.”",port,"The knowledge generated in universities - in the field and in laboratories - has a natural tendency to remain in the academic environment. After all, communication is done through scientific articles, conferences, and conversations in the corridor or in the cafeteria. It is necessary to remember, however, that this knowledge must also reach society. This is where the vehicles for disseminating science come in, whether they are specialized or more general, such as newspapers. Who should be responsible for this circulation of information is an endless discussion: journalists or experts in the various fields of science? The partnership between journalist and researcher has been rich throughout the experience at Pesquisa FAPESP magazine. This lecture is a good occasion to talk about ways to make this collaboration increasingly rich and fruitful.""",26,19,7,0,-,-,Pesquisa_FAPESP,Brasil,others,others,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
103,16-08-2012,181,F,Efeitos de diferentes matrizes no risco de predação e na movimentação de uma ave florestal,port,Effects of different matrices on predation risk and movement of a forest bird,"Devido o processo de fragmentação de habitats, os animais se deparam com uma paisagem heterogênea, com áreas de habitat e de não-habitat (i.e. matrizes), e precisam cruzar as matrizes a procurar recursos. Entre os maiores custos desse deslocamento está o risco de predação que pode variar conforme a matriz e a espécie. Objetivando analisar os efeitos de diferentes matrizes para uma ave de sub-bosque, verificamos: (1) se há diferenças na quantidade de um dos principais predadores dessa ave, as aves de rapina, e (2) inferimos a percepção do risco de predação por meio da análise dos padrões de movimentação. Os resultados indicaram o milho como a matriz mais arriscada. O pasto parece ser a de risco intermediário. O Eucaliptus, a matriz de menor risco. Esse projeto ressalta a importância dos estudos sobre os efeitos de diferentes matrizes para o manejo adequado dessas áreas e a criação de paisagens mais sustentáveis.",port,"Due to the habitat fragmentation process, animals are faced with a heterogeneous landscape, with habitat and non-habitat areas (i.e. matrices), and need to cross matrices in search for resources. Among the major costs of this travel is the risk of predation, which can vary by matrix and species. Aiming to analyze the effects of different matrices for an understory bird, we checked: (1) whether there are differences in the amount of one of this bird's main predators, birds of prey, and (2) inferred the perception of predation risk by analyzing movement patterns. The results indicated corn as the most risky matrix. Grassland appears to be the one with intermediate risk. Eucalyptus, the least risky matrix. This project highlights the importance of studies on the effects of different matrices for the proper management of these areas and the creation of more sustainable landscapes.",11,9,2,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
